,Parameter,Parameter,Parameter,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output,Output
99,0.00253,0.000418182,0.0010999,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.209726232,2.839197005,4.321481297,1.68142864,0.170273371,0.996882066,0.125455229,2.323172337,4.235181228,1.930154194,0.915152645,1.608649288
100,0.00253,0.000518182,0.0000109,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.182768553,2.634578405,2.356278935,0.982219456,0.462129952,1.297936845,0.125455229,5.942962603,4.235105152,1.930126176,0.644982687,1.595147296
101,0.00253,0.000518182,0.0003739,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,0.968357206,10.94046241,4.769757025,1.11875433,1.882939022,0.087748,0.871872993,1.093880043,0.515019871,0.039441266,0.336972167
102,0.00253,0.000518182,0.0007369,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.209971698,2.705234994,3.784455169,1.505259445,0.338930757,1.54331374,0.125455229,2.652185851,4.23883727,1.929015117,1.43063331,2.827210022
103,0.00253,0.000518182,0.0010999,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,0.968357206,10.98800807,4.775369907,1.121700839,1.882236754,0.105923842,0.935770681,1.980704693,0.850464607,0.200405032,0.682156288
104,0.00253,0.000618182,0.0000109,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.196533123,2.700801656,2.659172078,1.057884037,0.299375652,0.931238638,0.125455229,5.025461932,4.235112725,1.930180439,1.445781465,2.459735774
105,0.00253,0.000618182,0.0003739,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,0.968357206,11.79915605,4.89874989,0.9090497,1.879122324,0.087042215,0.90388816,1.69688097,0.755953388,0.101905096,0.455258608
106,0.00253,0.000618182,0.0007369,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,0.968357206,11.90291561,4.92899989,0.911897459,1.879122324,0.082333155,0.90388816,1.77944876,0.79553615,0.10679938,0.460036288
107,0.00253,0.000618182,0.0010999,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,0.968357206,11.93741677,4.942116232,0.913296443,1.879122324,0.081633632,0.90388816,1.614783861,0.706705383,0.081484227,0.394975981
108,0.00253,0.000718182,0.0000109,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.209848296,2.700801656,3.26225659,1.304559686,0.307007961,0.96785978,0.125455229,4.592063771,4.23551825,1.93033994,1.818190499,2.248561668
109,0.00253,0.000718182,0.0003739,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.199428758,2.705234994,3.931622221,1.570457068,0.328387488,1.54331374,0.125455229,2.643377262,4.242878963,1.931839048,0.526438613,1.760064407
110,0.00253,0.000718182,0.0007369,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.210092942,2.707452496,4.204859232,1.670498651,0.362822149,1.54331374,0.125455229,2.981535662,4.242760062,1.92779786,1.786903109,2.679599671
111,0.00253,0.000718182,0.0010999,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,0.968357206,11.87981104,4.924769769,0.821120735,1.873469469,0.105792724,0.936886644,2.155329585,0.916069966,0.171723681,0.655100783
112,0.00253,0.000818182,0.0000109,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,0.96950538,12.36438121,5.132773237,0.800572144,1.86864972,0.095743854,0.90388816,1.584044831,0.669390215,0.054963027,0.332551069
113,0.00253,0.000818182,0.0003739,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.22105898,2.909052662,4.731246688,1.893675066,0.135798798,1.307022915,0.125455229,3.785941007,4.250449887,1.925670442,2.25777867,2.933930688
114,0.00253,0.000818182,0.0007369,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,0.96950538,12.36926752,5.132773237,0.800800879,1.86864972,0.112242214,2.879711295,3.120932862,1.372853075,2.608976327,2.940651593
115,0.00253,0.000818182,0.0010999,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.209707443,2.839197005,4.544123905,1.780349054,0.156306725,0.994039473,0.1295994,3.344913697,4.243075079,1.933302546,2.677419149,2.846025353
116,0.00253,0.000918182,0.0000109,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.188699478,2.705234994,3.578362567,1.412717348,0.357880527,1.54331374,0.125455229,1.863957282,4.235729846,1.930345787,0.410143654,2.298091511
117,0.00253,0.000918182,0.0003739,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.220198457,2.771992759,4.474190172,1.766097978,0.243082313,1.430393422,0.125455229,6.303379817,4.347636338,1.958682638,0.723138347,1.693957717
118,0.00253,0.000918182,0.0007369,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,1.002113659,12.43093447,4.993431872,0.748387528,1.900565208,0.105906202,0.936886644,2.159009863,0.934391545,0.216230805,0.698000273
119,0.00253,0.000918182,0.0010999,0.119774221,1.169403264,1.781357364,0.730810623,1.753807166,2.419695098,0.208918387,1.002113659,12.41725396,4.993431872,0.747787328,1.900565208,0.074711772,0.904972176,1.811872981,0.768297536,0.056499372,0.374887921
120,0.00374,1.81818E-05,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.208918387,0.822651985,5.586736775,1.999144371,0.385812093,1.243596454,0.108792373,0.840824395,2.31470587,0.891938464,0.309775792,1.71329308
121,0.00374,1.81818E-05,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.200066053,0.823652664,5.138506394,1.919126888,0.571606999,1.258535799,0.102650635,0.870822561,2.891397981,1.295094231,0.229076675,1.355449429
122,0.00374,1.81818E-05,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.210170553,0.884562118,4.691970087,1.705532018,0.856900337,1.706410688,0.086000386,0.871872993,1.95194143,0.702923047,0.321330379,1.366970111
123,0.00374,1.81818E-05,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.208918387,0.884562118,4.342607591,1.678691634,1.17658812,2.108653417,0.099540431,0.871872993,1.512355737,0.536546634,0.300513957,1.331417274
124,0.00374,0.000118182,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.19968137,0.822651985,5.385142642,1.888929622,0.457896174,1.256121566,0.10978548,0.902805236,2.423462724,0.840175408,0.459573109,1.804866648
125,0.00374,0.000118182,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.19826128,0.854161216,4.592313377,1.599026713,0.564006588,1.353345741,0.106534732,0.935770681,1.380554239,0.930229545,0.509511421,1.771796687
126,0.00374,0.000118182,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.199162182,0.854161216,4.382291348,1.576171474,0.78289425,1.425161147,0.099537733,0.901723405,1.833984797,0.830422654,0.449636756,1.591289759
127,0.00374,0.000118182,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.190791316,0.853128945,4.270707299,1.56016923,0.805586065,1.491992528,0.098735718,0.901723405,1.748489798,0.841342657,0.432870897,1.584912861
128,0.00374,0.000218182,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.237544546,0.822651985,4.822022149,1.6347087,0.283962478,1.131538903,0.124562351,0.869773204,4.121109619,1.539105465,0.625540785,2.196823534
129,0.00374,0.000218182,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.191281492,0.853128945,4.060434928,1.390655863,0.568450078,1.330608963,0.08187557,0.871872993,1.986127626,0.690578229,0.290971991,1.365782726
130,0.00374,0.000218182,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.200218689,0.853128945,3.736141219,1.353581268,0.779403611,1.555280939,0.115743888,0.901723405,2.385531884,0.867508088,0.384312918,1.588650086
131,0.00374,0.000218182,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.208918387,0.852097738,3.60981939,1.353581268,0.78329278,1.591327554,0.099651982,0.901723405,2.041259054,0.732094991,0.364046179,1.596954818
132,0.00374,0.000318182,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.223584017,0.79311352,4.231082935,1.450729799,0.345316375,1.299563135,0.092296668,0.840824395,1.313849265,0.452864807,0.184168386,1.152353353
133,0.00374,0.000318182,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.190667176,0.822651985,3.668978712,1.274342773,0.492030692,1.358084303,0.118369632,0.870822561,5.645500486,2.160986334,0.604134957,2.1715829
134,0.00374,0.000318182,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.208918387,0.794083206,3.47573742,1.260754953,0.615111827,1.45193136,0.079983096,0.871872993,1.836408811,0.941418014,0.23810237,1.4095331
135,0.00374,0.000318182,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.199689664,0.822651985,3.197535388,1.233579311,0.695875561,1.463591161,0.100834936,0.870822561,1.819529284,0.797819914,0.241037152,1.3953334
136,0.00374,0.000418182,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.207648729,0.795053917,3.573692531,1.304168252,0.307819267,1.338437088,0.082175039,0.902805236,1.522528849,0.936673197,0.392248068,1.679990057
137,0.00374,0.000418182,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.207964621,0.822651985,3.275146032,1.259661179,0.528451238,1.345279709,0.061091672,0.870822561,1.278878697,0.532696534,0.211177269,1.351795155
138,0.00374,0.000418182,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.199815183,0.823652664,3.04581262,1.237293184,0.564040167,1.38266767,0.090135275,0.870822561,1.62819555,0.777112915,0.251405321,1.397488412
139,0.00374,0.000418182,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.208918387,0.823652664,2.852857359,1.214412675,0.577164975,1.41660112,0.093775604,0.870822561,1.900781951,0.929035012,0.256769624,1.425723368
140,0.00374,0.000518182,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.223921851,0.80855474,3.356788643,1.168844191,0.509661939,1.278885418,0.084015506,0.791951412,1.886973067,0.708349965,0.168671373,0.905829795
141,0.00374,0.000518182,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.199555018,0.794083206,2.72418953,1.084272046,0.972629109,1.498318259,0.08322986,0.840824395,0.979673441,0.364958096,0.065843769,0.802738911
142,0.00374,0.000518182,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.199680102,0.79311352,3.464338049,2.285408026,1.238828788,1.634550357,0.097707563,0.969734953,1.495852977,0.70694238,0.492597043,1.568671851
143,0.00374,0.000518182,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.199623721,0.822651985,4.210382679,3.273101643,1.557641793,2.023054116,0.100823124,1.003530875,1.912542528,0.908358569,0.956029711,1.85272186
144,0.00374,0.000618182,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.196743573,0.809540674,3.332444634,1.138740628,0.378610284,1.175557385,0.099706113,0.840824395,2.086941479,0.754157314,0.184159042,1.196839255
145,0.00374,0.000618182,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.218424407,0.809540674,2.919200714,1.039233625,0.56960072,1.30082836,0.101267792,0.840824395,2.916216522,1.234349908,0.169274556,1.216772384
146,0.00374,0.000618182,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.218716421,0.792144857,2.717843013,1.012071965,0.693976194,1.326520877,0.101220841,0.871872993,2.615083336,1.283950456,0.274469507,1.476802074
147,0.00374,0.000618182,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.2085919,0.792144857,2.60822924,0.989437248,0.869280639,1.395837556,0.100860662,0.870822561,2.004241951,0.95011638,0.271657555,1.486211293
148,0.00374,0.000718182,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.223287408,0.839602487,3.304665865,1.099682746,0.467364216,1.202776641,0.072019097,0.871872993,2.105826198,0.735377871,0.301082796,1.36264626
149,0.00374,0.000718182,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.20734232,0.839602487,3.291607012,1.095974794,0.474223624,1.206669897,0.072068919,0.871872993,2.170086526,0.752709033,0.307514543,1.381151198
150,0.00374,0.000718182,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.20734232,0.839602487,3.291607012,1.095974794,0.474223624,1.206669897,0.072068919,0.871872993,2.170086526,0.752709033,0.307514543,1.381151198
151,0.00374,0.000718182,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.20734232,0.839602487,3.291607012,1.095974794,0.474223624,1.206669897,0.072068919,0.871872993,2.170086526,0.752709033,0.307514543,1.381151198
152,0.00374,0.000818182,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.196386094,0.839602487,2.855047813,1.011640427,0.541166963,1.225044884,0.101090492,0.901723405,2.228209867,0.73440903,0.391208728,1.583667372
153,0.00374,0.000818182,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.196549584,0.839602487,2.741384022,0.990029433,0.601222497,1.265511343,0.106942504,0.901723405,2.253239988,0.748896283,0.421685689,1.605122945
154,0.00374,0.000818182,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.196600864,0.839602487,2.728594714,0.980785907,0.60457221,1.271289194,0.10675952,0.901723405,2.21104784,0.754050524,0.418477067,1.606024069
155,0.00374,0.000818182,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.206753051,0.839602487,2.721188426,0.979485419,0.608234895,1.275373453,0.106861432,0.901723405,2.241513834,0.751828141,0.42215566,1.607579668
156,0.00374,0.000918182,0.0000109,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.168782631,0.809540674,3.749549947,1.251289903,0.410657673,1.325397235,0.116657972,0.902805236,2.454976102,0.868306924,0.412176736,1.601346469
157,0.00374,0.000918182,0.0003739,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.169092238,0.809540674,3.713198178,1.246768289,0.424685769,1.334041469,0.117895746,0.902805236,2.428786718,0.857745413,0.410463196,1.599435363
158,0.00374,0.000918182,0.0007369,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.169092241,0.809540674,3.713201383,1.246768289,0.42468659,1.334041469,0.117865293,0.902805236,2.417835709,0.853583145,0.409765707,1.599675606
159,0.00374,0.000918182,0.0010999,0.119758444,1.170740259,1.773375721,0.72773618,1.763684093,2.388698557,0.169092241,0.809540674,3.713201383,1.246768289,0.42468659,1.334041469,0.117865293,0.902805236,2.417835709,0.853583145,0.409765707,1.599675606
160,0.00495,1.81818E-05,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.208918387,0.795053917,5.149298858,1.761576495,0.366271664,1.275943605,0.117687156,0.934655828,1.953573367,0.77620092,0.604711339,1.900600139
161,0.00495,1.81818E-05,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.198250045,0.853128945,4.819295159,1.708393035,0.291563776,1.103608392,0.116691295,0.934655828,1.729737862,0.781135835,0.521374271,1.800155666
162,0.00495,1.81818E-05,0.0007369,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.199679981,0.824654387,4.792488261,1.654654518,0.327789131,1.232673648,0.100395595,0.968586555,1.360729218,0.897416671,0.695188101,2.022068107
163,0.00495,1.81818E-05,0.0010999,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.199526762,0.824654387,4.790342706,1.661456676,0.30311579,1.224716389,0.115612533,0.968586555,1.340155677,0.870686198,0.676024146,2.002907067
164,0.00495,0.000118182,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.223666106,0.822651985,4.98356833,1.727521104,0.226877081,0.957441928,0.124994954,0.902805236,3.317045315,1.34650066,0.44991746,1.771132756
165,0.00495,0.000118182,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.188554477,0.852097738,4.342938459,1.464111671,0.457174435,1.281414862,0.09540024,0.872924498,2.737112465,0.979537485,0.339352171,1.392290856
166,0.00495,0.000118182,0.0007369,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.190027156,0.823652664,4.365274206,1.490243169,0.293171726,1.167024067,0.110260758,0.871872993,3.140738645,1.125626615,0.367249108,1.502572787
167,0.00495,0.000118182,0.0010999,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.191051605,0.823652664,4.266922587,1.476001387,0.304663497,1.194511143,0.10205082,0.870822561,3.04360157,1.062863731,0.368666998,1.481497721
168,0.00495,0.000218182,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.21070945,0.821652349,4.669542554,1.606951267,0.149879023,0.783063139,0.128791358,0.902805236,4.479776848,1.81072764,0.7463605,2.357953596
169,0.00495,0.000218182,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.18162512,0.822651985,4.264686788,1.43926004,0.164580965,0.902310576,0.117188341,0.900642665,3.325921207,1.125764209,0.727876358,2.22374768
170,0.00495,0.000218182,0.0007369,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.199997487,0.822651985,4.1071946,1.421158119,0.202497984,0.967927072,0.110607692,0.870822561,3.167235814,1.102130769,0.351336301,1.412841778
171,0.00495,0.000218182,0.0010999,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.200095413,0.822651985,4.057773589,1.416632638,0.216971337,0.990229441,0.0956592,0.870822561,2.897383006,1.010368151,0.335256746,1.396813404
172,0.00495,0.000318182,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.211506961,0.822651985,4.45098377,1.532272561,0.243354036,1.034317496,0.064041421,0.840824395,1.321878389,0.462974612,0.242593457,1.390142535
173,0.00495,0.000318182,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.191016714,0.822651985,4.305447802,1.483160415,0.230844651,1.090585389,0.11011503,0.841843958,2.848030266,0.924490317,0.265983361,1.329828864
174,0.00495,0.000318182,0.0007369,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.191016846,0.822651985,4.305478581,1.483160415,0.230894047,1.090584998,0.10116694,0.841843958,2.345935006,0.778641113,0.251328178,1.357375476
175,0.00495,0.000318182,0.0010999,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.191016544,0.822651985,4.305354959,1.483160415,0.230763242,1.090584839,0.10996295,0.841843958,2.767918591,0.892969556,0.261467496,1.316203329
176,0.00495,0.000418182,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.19575687,0.79311352,4.438047819,1.5678968,0.200335408,0.97694996,0.090399041,0.870822561,3.620508184,1.28707234,0.413550239,1.636930508
177,0.00495,0.000418182,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.195434161,0.79311352,4.323306252,1.517309605,0.200191321,1.037978323,0.109079103,0.871872993,2.217915698,0.784297231,0.354629751,1.481150492
178,0.00495,0.000418182,0.0007369,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.195434317,0.79311352,4.323385067,1.517313942,0.200198219,1.037967277,0.116347579,0.871872993,2.367718338,0.829290359,0.363088437,1.484697205
179,0.00495,0.000418182,0.0010999,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.195434047,0.79311352,4.323361769,1.517299785,0.200244267,1.038003259,0.116001921,0.871872993,2.148715164,0.767365097,0.34066055,1.485799251
180,0.00495,0.000518182,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.195492149,0.810527641,4.428850023,1.61593011,0.240598029,1.202552084,0.109431483,0.901723405,2.430443881,0.845869036,0.460134131,1.748085568
181,0.00495,0.000518182,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.195466673,0.810527641,4.426510814,1.61472159,0.240363459,1.203125077,0.109517279,0.901723405,2.456128868,0.855991715,0.462903289,1.754685632
182,0.00495,0.000518182,0.0007369,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.195466531,0.810527641,4.426604563,1.61472159,0.240436389,1.203125077,0.116819954,0.901723405,2.558245437,0.896554304,0.469568462,1.763458092
183,0.00495,0.000518182,0.0010999,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.195466531,0.810527641,4.426604563,1.61472159,0.240436389,1.203125077,0.116819954,0.901723405,2.558245437,0.896554304,0.469568462,1.763458092
184,0.00495,0.000618182,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.195680139,0.810527641,4.2262787,1.548274314,0.201447198,1.068325457,0.123278998,0.870822561,3.824073491,1.415861048,0.387638162,1.605251526
185,0.00495,0.000618182,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.194972509,0.809540674,4.074530887,1.453947048,0.240563475,1.136954361,0.11815961,0.871872993,3.276342608,1.265149907,0.354436785,1.565665379
186,0.00495,0.000618182,0.0007369,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.194972733,0.809540674,4.074456275,1.453944509,0.240602693,1.136971941,0.118177805,0.871872993,3.305324575,1.275769677,0.355086816,1.56703693
187,0.00495,0.000618182,0.0010999,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.194972555,0.809540674,4.074623276,1.453955769,0.240658697,1.136937808,0.118286886,0.871872993,3.308548678,1.275779304,0.357144322,1.568146797
188,0.00495,0.000718182,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.196439603,0.792144857,4.311917176,1.583649214,0.179702813,1.035575928,0.088227774,0.902805236,2.915641065,1.135600082,0.44381237,1.761657384
189,0.00495,0.000718182,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.19643964,0.792144857,4.311988156,1.583648754,0.179392869,1.03451392,0.095269306,0.902805236,2.7981771,1.088844969,0.437614272,1.75504998
190,0.00495,0.000718182,0.0007369,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.19643964,0.792144857,4.311988156,1.583648754,0.179392869,1.03451392,0.095269306,0.902805236,2.7981771,1.088844969,0.437614272,1.75504998
191,0.00495,0.000718182,0.0010999,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.19643964,0.792144857,4.311988156,1.583648754,0.179392869,1.03451392,0.095269306,0.902805236,2.7981771,1.088844969,0.437614272,1.75504998
192,0.00495,0.000818182,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.182726354,0.840620783,4.279920865,1.603495615,0.316193002,1.315073503,0.110051814,0.902805236,2.662280031,0.963640928,0.454541418,1.730338601
193,0.00495,0.000818182,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.181964575,0.839602487,4.106361464,1.489550986,0.392000555,1.36764989,0.108305991,0.872924498,2.053393731,0.744870748,0.319329658,1.446465327
194,0.00495,0.000818182,0.0007369,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.181964486,0.839602487,4.106412551,1.489561083,0.391963869,1.367637237,0.092182288,0.871872993,2.211622896,0.804520499,0.320492091,1.449705606
195,0.00495,0.000818182,0.0010999,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.181964968,0.839602487,4.106582422,1.489547088,0.392129297,1.367656013,0.091651387,0.872924498,2.126126974,0.775625673,0.321405698,1.45408845
196,0.00495,0.000918182,0.0000109,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.18248743,0.840620783,4.209775866,1.553606655,0.344801225,1.363630521,0.111910175,0.901723405,3.574354596,1.508937002,0.703837499,2.341960693
197,0.00495,0.000918182,0.0003739,0.119756054,1.169403264,1.772708588,0.727902289,1.748517844,2.372338805,0.181599623,0.839602487,4.068276504,1.460708171,0.403371057,1.400628105,0.117709863,0.871872993,2.389103247,0.908219294,0.306691145,1.441290902
